fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	max_segment_cm	proportion_shared	predicted_relationship
HG01276	HG01276	HG01359	HG01359	3.868	1	3.868	0.07032727272727272	unrelated
HG01276	HG01276	HG01377	HG01377	3.613	1	3.613	0.06569090909090909	unrelated
HG01276	HG01276	HG01379	HG01379	3.613	1	3.613	0.06569090909090909	unrelated
HG01276	HG01276	HG01389	HG01389	4.139	1	4.139	0.07525454545454546	unrelated
HG01276	HG01276	HG01391	HG01391	5.131	1	5.131	0.09329090909090909	third-degree
HG01276	HG01276	HG01432	HG01432	6.797	1	6.797	0.12358181818181818	third-degree
HG01276	HG01276	HG01433	HG01433	6.19	1	6.19	0.11254545454545455	third-degree
HG01276	HG01276	HG01550	HG01550	5.131	1	5.131	0.09329090909090909	third-degree
HG01276	HG01276	HG01552	HG01552	5.131	1	5.131	0.09329090909090909	third-degree
HG01277	HG01277	HG01278	HG01278	13.52	3	5.154	0.2458181818181818	second-degree
HG01277	HG01277	HG01279	HG01279	55.2	9	15.652	1.0036363636363637	full-sibling
HG01277	HG01277	HG01353	HG01353	3.176	1	3.176	0.05774545454545455	unrelated
HG01277	HG01277	HG01385	HG01385	3.136	1	3.136	0.05701818181818182	unrelated
HG01277	HG01277	HG01465	HG01465	3.39	1	3.39	0.06163636363636364	unrelated
HG01277	HG01277	HG01466	HG01466	3.697	1	3.697	0.06721818181818182	unrelated
HG01278	HG01278	HG01279	HG01279	65.193	13	10.704	1.1853272727272728	full-sibling
HG01278	HG01278	HG01356	HG01356	10.102	1	10.102	0.18367272727272727	second-degree
HG01278	HG01278	HG01358	HG01358	3.615	1	3.615	0.06572727272727273	unrelated
HG01278	HG01278	HG01384	HG01384	3.774	1	3.774	0.06861818181818181	unrelated
HG01278	HG01278	HG01385	HG01385	3.03	1	3.03	0.055090909090909086	unrelated
HG01279	HG01279	HG01279	HG01279	7.514	2	4.431	0.13661818181818183	third-degree
HG01279	HG01279	HG01353	HG01353	3.176	1	3.176	0.05774545454545455	unrelated
HG01279	HG01279	HG01356	HG01356	10.102	1	10.102	0.18367272727272727	second-degree
HG01279	HG01279	HG01358	HG01358	3.615	1	3.615	0.06572727272727273	unrelated
HG01279	HG01279	HG01385	HG01385	3.136	1	3.136	0.05701818181818182	unrelated
HG01341	HG01341	HG01343	HG01343	30.942	7	6.025	0.5625818181818182	full-sibling
HG01342	HG01342	HG01343	HG01343	23.897	4	8.279	0.43449090909090904	full-sibling
HG01344	HG01344	HG01346	HG01346	32.945	7	6.264	0.599	full-sibling
HG01345	HG01345	HG01346	HG01346	46.116	6	12.649	0.8384727272727273	full-sibling
HG01345	HG01345	HG01347	HG01347	4.446	1	4.446	0.08083636363636364	unrelated
HG01345	HG01345	HG01349	HG01349	4.446	1	4.446	0.08083636363636364	unrelated
HG01345	HG01345	HG01357	HG01357	5.087	1	5.087	0.09249090909090908	third-degree
HG01345	HG01345	HG01358	HG01358	4.842	1	4.842	0.08803636363636363	unrelated
HG01345	HG01345	HG01495	HG01495	5.812	1	5.812	0.10567272727272728	third-degree
HG01345	HG01345	HG01496	HG01496	8.126	1	8.126	0.14774545454545454	third-degree
HG01346	HG01346	HG01347	HG01347	5.221	1	5.221	0.09492727272727274	third-degree
HG01346	HG01346	HG01349	HG01349	5.221	1	5.221	0.09492727272727274	third-degree
HG01346	HG01346	HG01357	HG01357	5.223	1	5.223	0.09496363636363636	third-degree
HG01346	HG01346	HG01358	HG01358	4.842	1	4.842	0.08803636363636363	unrelated
HG01346	HG01346	HG01495	HG01495	5.812	1	5.812	0.10567272727272728	third-degree
HG01346	HG01346	HG01496	HG01496	8.126	1	8.126	0.14774545454545454	third-degree
HG01347	HG01347	HG01349	HG01349	59.592999999999996	7	14.373	1.0835090909090908	full-sibling
HG01347	HG01347	HG01378	HG01378	6.206	1	6.206	0.11283636363636364	third-degree
HG01347	HG01347	HG01389	HG01389	3.745	1	3.745	0.06809090909090909	unrelated
HG01347	HG01347	HG01391	HG01391	5.135	1	5.135	0.09336363636363636	third-degree
HG01347	HG01347	HG01516	HG01516	4.424	1	4.424	0.08043636363636364	unrelated
HG01347	HG01347	HG01517	HG01517	4.424	1	4.424	0.08043636363636364	unrelated
HG01347	HG01347	HG01550	HG01550	17.039	3	8.821	0.3098	second-degree
HG01347	HG01347	HG01552	HG01552	8.218	2	5.135	0.1494181818181818	third-degree
HG01348	HG01348	HG01349	HG01349	51.95	8	10.379	0.9445454545454546	full-sibling
HG01348	HG01348	HG01356	HG01356	5.948	1	5.948	0.10814545454545456	third-degree
HG01348	HG01348	HG01358	HG01358	18.511	4	6.237	0.33656363636363634	second-degree
HG01348	HG01348	HG01497	HG01497	7.937	1	7.937	0.14430909090909091	third-degree
HG01349	HG01349	HG01356	HG01356	8.596	2	4.77	0.1562909090909091	third-degree
HG01349	HG01349	HG01358	HG01358	14.317	2	8.126	0.26030909090909093	second-degree
HG01349	HG01349	HG01497	HG01497	6.973	1	6.973	0.1267818181818182	third-degree
HG01349	HG01349	HG01550	HG01550	5.828	1	5.828	0.10596363636363637	third-degree
HG01350	HG01350	HG01352	HG01352	43.96	6	13.801	0.7992727272727272	full-sibling
HG01350	HG01350	HG01359	HG01359	3.868	1	3.868	0.07032727272727272	unrelated
HG01350	HG01350	HG01377	HG01377	3.613	1	3.613	0.06569090909090909	unrelated
HG01350	HG01350	HG01379	HG01379	3.613	1	3.613	0.06569090909090909	unrelated
HG01350	HG01350	HG01495	HG01495	5.251	1	5.251	0.09547272727272728	third-degree
HG01350	HG01350	HG01496	HG01496	7.871	1	7.871	0.1431090909090909	third-degree
HG01351	HG01351	HG01352	HG01352	57.187	7	13.976	1.0397636363636362	full-sibling
HG01351	HG01351	HG01550	HG01550	5.154	1	5.154	0.09370909090909091	third-degree
HG01352	HG01352	HG01359	HG01359	3.868	1	3.868	0.07032727272727272	unrelated
HG01352	HG01352	HG01360	HG01360	4.571	1	4.571	0.08310909090909091	unrelated
HG01352	HG01352	HG01377	HG01377	3.613	1	3.613	0.06569090909090909	unrelated
HG01352	HG01352	HG01379	HG01379	3.613	1	3.613	0.06569090909090909	unrelated
HG01352	HG01352	HG01495	HG01495	10.376999999999999	2	5.245	0.18867272727272724	second-degree
HG01352	HG01352	HG01496	HG01496	9.257	1	9.257	0.1683090909090909	third-degree
HG01352	HG01352	HG01550	HG01550	5.778	1	5.778	0.10505454545454544	third-degree
HG01353	HG01353	HG01355	HG01355	66.51299999999999	9	12.508	1.2093272727272726	full-sibling
HG01353	HG01353	HG01496	HG01496	3.013	1	3.013	0.05478181818181818	unrelated
HG01353	HG01353	NA12814	NA12814	3.083	1	3.083	0.05605454545454546	unrelated
HG01354	HG01354	HG01354	HG01354	5.476	1	5.476	0.09956363636363637	third-degree
HG01354	HG01354	HG01355	HG01355	71.383	8	22.642	1.2978727272727273	full-sibling
HG01354	HG01354	HG01385	HG01385	5.446	1	5.446	0.09901818181818181	third-degree
HG01354	HG01354	HG01389	HG01389	3.312	1	3.312	0.06021818181818182	unrelated
HG01354	HG01354	HG01465	HG01465	3.391	1	3.391	0.061654545454545455	unrelated
HG01354	HG01354	HG01550	HG01550	5.502	1	5.502	0.10003636363636363	third-degree
HG01354	HG01354	HG01552	HG01552	5.272	1	5.272	0.09585454545454546	third-degree
HG01355	HG01355	HG01385	HG01385	3.026	1	3.026	0.05501818181818181	unrelated
HG01355	HG01355	HG01465	HG01465	3.391	1	3.391	0.061654545454545455	unrelated
HG01355	HG01355	HG01496	HG01496	3.013	1	3.013	0.05478181818181818	unrelated
HG01355	HG01355	HG01550	HG01550	5.529	1	5.529	0.10052727272727273	third-degree
HG01356	HG01356	HG01358	HG01358	32.437	7	6.028	0.5897636363636363	full-sibling
HG01356	HG01356	HG01377	HG01377	3.424	1	3.424	0.06225454545454545	unrelated
HG01357	HG01357	HG01358	HG01358	43.757999999999996	9	7.414	0.7956	full-sibling
HG01358	HG01358	HG01377	HG01377	4.794	1	4.794	0.08716363636363636	unrelated
HG01358	HG01358	HG01378	HG01378	3.083	1	3.083	0.05605454545454546	unrelated
HG01358	HG01358	HG01384	HG01384	3.083	1	3.083	0.05605454545454546	unrelated
HG01358	HG01358	HG01385	HG01385	7.885	2	4.802	0.14336363636363636	third-degree
HG01358	HG01358	HG01465	HG01465	4.125	1	4.125	0.075	unrelated
HG01359	HG01359	HG01361	HG01361	57.151	8	18.242	1.039109090909091	full-sibling
HG01359	HG01359	HG01377	HG01377	3.457	1	3.457	0.06285454545454545	unrelated
HG01359	HG01359	HG01379	HG01379	3.457	1	3.457	0.06285454545454545	unrelated
HG01359	HG01359	HG01432	HG01432	4.17	1	4.17	0.07581818181818181	unrelated
HG01359	HG01359	HG01437	HG01437	5.361	1	5.361	0.09747272727272727	third-degree
HG01359	HG01359	HG01438	HG01438	12.374	3	5.727	0.2249818181818182	second-degree
HG01359	HG01359	HG01439	HG01439	6.289	2	3.206	0.11434545454545454	third-degree
HG01359	HG01359	HG01489	HG01489	9.759	2	5.161	0.17743636363636364	third-degree
HG01360	HG01360	HG01361	HG01361	46.47	6	12.205	0.8449090909090909	full-sibling
HG01360	HG01360	HG01488	HG01488	7.67	1	7.67	0.13945454545454544	third-degree
HG01360	HG01360	HG01490	HG01490	7.67	1	7.67	0.13945454545454544	third-degree
HG01361	HG01361	HG01437	HG01437	3.661	1	3.661	0.06656363636363637	unrelated
HG01361	HG01361	HG01438	HG01438	6.976	2	3.545	0.12683636363636364	third-degree
HG01361	HG01361	HG01439	HG01439	3.206	1	3.206	0.05829090909090909	unrelated
HG01361	HG01361	HG01488	HG01488	7.828	1	7.828	0.14232727272727272	third-degree
HG01361	HG01361	HG01489	HG01489	12.287	2	8.06	0.22340000000000002	second-degree
HG01361	HG01361	HG01490	HG01490	7.828	1	7.828	0.14232727272727272	third-degree
HG01365	HG01365	HG01367	HG01367	45.17	6	13.39	0.8212727272727273	full-sibling
HG01366	HG01366	HG01367	HG01367	39.452	7	9.285	0.7173090909090909	full-sibling
HG01366	HG01366	HG01375	HG01375	3.165	1	3.165	0.057545454545454545	unrelated
HG01366	HG01366	HG01376	HG01376	3.165	1	3.165	0.057545454545454545	unrelated
HG01374	HG01374	HG01376	HG01376	45.561	7	16.732	0.8283818181818182	full-sibling
HG01375	HG01375	HG01376	HG01376	42.296	5	16.733	0.7690181818181818	full-sibling
HG01377	HG01377	HG01379	HG01379	46.004999999999995	7	12.484	0.8364545454545453	full-sibling
HG01378	HG01378	HG01379	HG01379	44.601	8	10.653	0.8109272727272727	full-sibling
HG01378	HG01378	HG01384	HG01384	7.187	2	4.104	0.13067272727272727	third-degree
HG01378	HG01378	HG01385	HG01385	8.612	2	5.529	0.15658181818181818	third-degree
HG01383	HG01383	HG01385	HG01385	43.861000000000004	8	8.21	0.7974727272727273	full-sibling
HG01383	HG01383	HG01465	HG01465	12.713000000000001	2	9.115	0.23114545454545457	second-degree
HG01383	HG01383	HG01466	HG01466	9.115	1	9.115	0.16572727272727272	third-degree
HG01384	HG01384	HG01385	HG01385	27.631	5	10.375	0.5023818181818182	full-sibling
HG01385	HG01385	HG01465	HG01465	7.317	1	7.317	0.13303636363636365	third-degree
HG01385	HG01385	HG01466	HG01466	7.317	1	7.317	0.13303636363636365	third-degree
HG01389	HG01389	HG01391	HG01391	38.789	8	8.352	0.7052545454545455	full-sibling
HG01389	HG01389	HG01437	HG01437	3.206	1	3.206	0.05829090909090909	unrelated
HG01389	HG01389	HG01439	HG01439	3.206	1	3.206	0.05829090909090909	unrelated
HG01389	HG01389	HG01550	HG01550	4.139	1	4.139	0.07525454545454546	unrelated
HG01389	HG01389	HG01552	HG01552	4.139	1	4.139	0.07525454545454546	unrelated
HG01390	HG01390	HG01391	HG01391	10.173	3	3.463	0.18496363636363636	second-degree
HG01391	HG01391	HG01550	HG01550	5.595	1	5.595	0.10172727272727272	third-degree
HG01391	HG01391	HG01552	HG01552	5.603	1	5.603	0.10187272727272727	third-degree
HG01431	HG01431	HG01433	HG01433	46.487	7	9.224	0.8452181818181819	full-sibling
HG01432	HG01432	HG01433	HG01433	40.163	7	11.181	0.7302363636363636	full-sibling
HG01432	HG01432	HG01437	HG01437	3.661	1	3.661	0.06656363636363637	unrelated
HG01437	HG01437	HG01439	HG01439	50.542	7	12.267	0.9189454545454546	full-sibling
HG01437	HG01437	HG01456	HG01456	3.575	1	3.575	0.065	unrelated
HG01437	HG01437	HG01493	HG01493	4.097	1	4.097	0.0744909090909091	unrelated
HG01438	HG01438	HG01439	HG01439	47.155	6	16.302	0.8573636363636364	full-sibling
HG01438	HG01438	HG01489	HG01489	3.802	1	3.802	0.06912727272727273	unrelated
HG01438	HG01438	HG01697	HG01697	3.375	1	3.375	0.06136363636363636	unrelated
HG01438	HG01438	HG01698	HG01698	4.793	1	4.793	0.08714545454545455	unrelated
HG01439	HG01439	HG01456	HG01456	3.575	1	3.575	0.065	unrelated
HG01439	HG01439	HG01493	HG01493	5.287	1	5.287	0.09612727272727273	third-degree
HG01439	HG01439	HG01698	HG01698	4.352	1	4.352	0.07912727272727273	unrelated
HG01455	HG01455	HG01457	HG01457	44.576	7	13.773	0.8104727272727272	full-sibling
HG01455	HG01455	HG01497	HG01497	12.824	2	7.5	0.23316363636363635	second-degree
HG01455	HG01455	HG01499	HG01499	7.021	1	7.021	0.12765454545454546	third-degree
HG01456	HG01456	HG01457	HG01457	42.261	6	13.853	0.7683818181818183	full-sibling
HG01456	HG01456	HG01700	HG01700	3.427	1	3.427	0.06230909090909091	unrelated
HG01456	HG01456	NA19795	NA19795	5.782	1	5.782	0.10512727272727272	third-degree
HG01457	HG01457	HG01497	HG01497	12.824	2	7.5	0.23316363636363635	second-degree
HG01457	HG01457	HG01499	HG01499	7.021	1	7.021	0.12765454545454546	third-degree
HG01457	HG01457	NA19795	NA19795	5.782	1	5.782	0.10512727272727272	third-degree
HG01461	HG01461	HG01463	HG01463	38.748999999999995	6	10.024	0.7045272727272727	full-sibling
HG01462	HG01462	HG01463	HG01463	26.255	4	13.132	0.4773636363636363	full-sibling
HG01464	HG01464	HG01466	HG01466	30.618000000000002	3	18.472	0.5566909090909091	full-sibling
HG01465	HG01465	HG01466	HG01466	41.59	5	14.082	0.7561818181818183	full-sibling
HG01466	HG01466	HG01550	HG01550	3.993	1	3.993	0.0726	unrelated
HG01488	HG01488	HG01490	HG01490	32.893	5	14.545	0.5980545454545455	full-sibling
HG01489	HG01489	HG01490	HG01490	41.333	7	10.63	0.7515090909090909	full-sibling
HG01491	HG01491	HG01493	HG01493	53.269	9	8.667	0.9685272727272727	full-sibling
HG01492	HG01492	HG01493	HG01493	55.213	9	17.256	1.0038727272727272	full-sibling
HG01492	HG01492	NA19794	NA19794	3.332	1	3.332	0.06058181818181818	unrelated
HG01494	HG01494	HG01496	HG01496	28.805	5	11.939	0.5237272727272727	full-sibling
HG01495	HG01495	HG01496	HG01496	30.242	6	7.658	0.5498545454545455	full-sibling
HG01495	HG01495	NA19784	NA19784	3.484	1	3.484	0.06334545454545455	unrelated
HG01497	HG01497	HG01498	HG01498	3.087	1	3.087	0.056127272727272734	unrelated
HG01497	HG01497	HG01499	HG01499	48.265	7	10.591	0.8775454545454545	full-sibling
HG01498	HG01498	HG01499	HG01499	48.623	9	9.065	0.8840545454545454	full-sibling
HG01500	HG01500	HG01502	HG01502	56.297	8	17.671	1.0235818181818181	full-sibling
HG01500	HG01500	HG01991	HG01991	3.93	1	3.93	0.07145454545454545	unrelated
HG01500	HG01500	HG01993	HG01993	3.93	1	3.93	0.07145454545454545	unrelated
HG01501	HG01501	HG01502	HG01502	46.626000000000005	4	22.102	0.8477454545454546	parent-child
HG01501	HG01501	HG02090	HG02090	3.46	1	3.46	0.06290909090909091	unrelated
HG01502	HG01502	HG02090	HG02090	3.46	1	3.46	0.06290909090909091	unrelated
HG01502	HG01502	NA19771	NA19771	4.236	1	4.236	0.07701818181818182	unrelated
HG01503	HG01503	HG01505	HG01505	42.984	9	7.79	0.7815272727272727	full-sibling
HG01504	HG01504	HG01505	HG01505	37.501	6	13.523	0.6818363636363636	full-sibling
HG01504	HG01504	HG01679	HG01679	4.206	1	4.206	0.07647272727272728	unrelated
HG01504	HG01504	HG02236	HG02236	3.166	1	3.166	0.057563636363636365	unrelated
HG01506	HG01506	HG01508	HG01508	55.48	5	14.923	1.0087272727272727	full-sibling
HG01507	HG01507	HG01508	HG01508	51.932	7	21.117	0.9442181818181818	full-sibling
HG01509	HG01509	HG01511	HG01511	51.773	8	11.935	0.9413272727272728	full-sibling
HG01510	HG01510	HG01511	HG01511	50.697	8	8.589	0.9217636363636365	full-sibling
HG01512	HG01512	HG01514	HG01514	51.635999999999996	9	11.577	0.9388363636363636	full-sibling
HG01513	HG01513	HG01514	HG01514	50.725	9	9.03	0.9222727272727272	full-sibling
HG01515	HG01515	HG01516	HG01516	3.801	1	3.801	0.06910909090909091	unrelated
HG01515	HG01515	HG01517	HG01517	62.233999999999995	6	17.916	1.1315272727272727	full-sibling
HG01515	HG01515	HG01522	HG01522	3.049	1	3.049	0.05543636363636364	unrelated
HG01515	HG01515	HG01614	HG01614	3.398	1	3.398	0.06178181818181818	unrelated
HG01515	HG01515	HG01615	HG01615	3.398	1	3.398	0.06178181818181818	unrelated
HG01516	HG01516	HG01517	HG01517	54.344	10	10.314	0.9880727272727273	full-sibling
HG01517	HG01517	HG01517	HG01517	4.672	1	4.672	0.08494545454545455	unrelated
HG01517	HG01517	HG01522	HG01522	3.049	1	3.049	0.05543636363636364	unrelated
HG01517	HG01517	HG01614	HG01614	6.796	2	3.398	0.12356363636363636	third-degree
HG01517	HG01517	HG01615	HG01615	6.796	2	3.398	0.12356363636363636	third-degree
HG01518	HG01518	HG01520	HG01520	49.744	10	9.099	0.9044363636363636	full-sibling
HG01519	HG01519	HG01520	HG01520	54.028	9	11.061	0.9823272727272727	full-sibling
HG01521	HG01521	HG01523	HG01523	44.541000000000004	7	9.653	0.8098363636363637	full-sibling
HG01522	HG01522	HG01523	HG01523	51.596000000000004	9	8.659	0.938109090909091	full-sibling
HG01524	HG01524	HG01526	HG01526	49.6	7	10.613	0.9018181818181819	full-sibling
HG01524	HG01524	HG02237	HG02237	3.726	1	3.726	0.06774545454545454	unrelated
HG01525	HG01525	HG01526	HG01526	38.113	6	11.223	0.6929636363636363	full-sibling
HG01525	HG01525	NA19654	NA19654	3.906	1	3.906	0.07101818181818183	unrelated
HG01527	HG01527	HG01529	HG01529	38.555	6	9.932	0.701	full-sibling
HG01528	HG01528	HG01529	HG01529	42.387	7	8.776	0.7706727272727273	full-sibling
HG01530	HG01530	HG01532	HG01532	44.903	9	7.42	0.8164181818181818	full-sibling
HG01531	HG01531	HG01532	HG01532	38.687	7	8.543	0.7033999999999999	full-sibling
HG01536	HG01536	HG01538	HG01538	44.489000000000004	5	17.693	0.8088909090909092	full-sibling
HG01536	HG01536	HG02223	HG02223	3.682	1	3.682	0.06694545454545454	unrelated
HG01536	HG01536	HG02225	HG02225	3.682	1	3.682	0.06694545454545454	unrelated
HG01537	HG01537	HG01538	HG01538	44.989000000000004	6	12.781	0.8179818181818183	full-sibling
HG01538	HG01538	HG02223	HG02223	3.682	1	3.682	0.06694545454545454	unrelated
HG01538	HG01538	HG02225	HG02225	3.682	1	3.682	0.06694545454545454	unrelated
HG01550	HG01550	HG01552	HG01552	52.183	10	11.08	0.9487818181818182	full-sibling
HG01551	HG01551	HG01552	HG01552	25.485999999999997	5	8.696	0.4633818181818181	full-sibling
HG01565	HG01565	HG01567	HG01567	39.44	6	9.713	0.717090909090909	full-sibling
HG01566	HG01566	HG01566	HG01566	3.22	1	3.22	0.058545454545454546	unrelated
HG01566	HG01566	HG01567	HG01567	56.199	7	25.002	1.0218	full-sibling
HG01571	HG01571	HG01573	HG01573	39.114	8	8.171	0.7111636363636363	full-sibling
HG01572	HG01572	HG01573	HG01573	39.939	5	14.329	0.7261636363636363	full-sibling
HG01577	HG01577	HG01579	HG01579	40.599000000000004	6	9.695	0.7381636363636365	full-sibling
HG01578	HG01578	HG01579	HG01579	28.765	5	8.654	0.523	full-sibling
HG01579	HG01579	HG01992	HG01992	4.431	1	4.431	0.08056363636363637	unrelated
HG01579	HG01579	HG01993	HG01993	6.372	1	6.372	0.11585454545454545	third-degree
HG01601	HG01601	HG01602	HG01602	44.756	7	9.911	0.8137454545454545	full-sibling
HG01601	HG01601	HG01603	HG01603	40.818	6	9.462	0.7421454545454546	full-sibling
HG01604	HG01604	HG01604	HG01604	3.46	1	3.46	0.06290909090909091	unrelated
HG01604	HG01604	HG01605	HG01605	52.927	6	23.924	0.9623090909090909	full-sibling
HG01604	HG01604	HG01606	HG01606	62.709	10	14.856	1.1401636363636365	full-sibling
HG01604	HG01604	HG01702	HG01702	3.479	1	3.479	0.06325454545454545	unrelated
HG01605	HG01605	HG01702	HG01702	3.479	1	3.479	0.06325454545454545	unrelated
HG01607	HG01607	HG01609	HG01609	33.429	4	16.235	0.6078	parent-child
HG01608	HG01608	HG01609	HG01609	55.294	10	10.04	1.0053454545454545	full-sibling
HG01609	HG01609	NA19653	NA19653	3.13	1	3.13	0.05690909090909091	unrelated
HG01610	HG01610	HG01611	HG01611	40.19	8	8.636	0.7307272727272727	full-sibling
HG01611	HG01611	HG01612	HG01612	40.043	5	12.76	0.7280545454545454	full-sibling
HG01613	HG01613	HG01613	HG01613	4.007	1	4.007	0.07285454545454545	unrelated
HG01613	HG01613	HG01614	HG01614	54.167	7	17.366	0.9848545454545455	full-sibling
HG01614	HG01614	HG01615	HG01615	62.724999999999994	7	17.955	1.1404545454545454	full-sibling
HG01616	HG01616	HG01617	HG01617	48.221000000000004	8	15.766	0.8767454545454546	full-sibling
HG01616	HG01616	HG01618	HG01618	56.776	7	16.321	1.0322909090909091	full-sibling
HG01619	HG01619	HG01621	HG01621	55.797	9	13.61	1.014490909090909	full-sibling
HG01620	HG01620	HG01621	HG01621	50.096	8	9.337	0.9108363636363636	full-sibling
HG01622	HG01622	HG01623	HG01623	49.362	7	13.424	0.8974909090909091	full-sibling
HG01622	HG01622	HG01624	HG01624	42.772	7	17.13	0.7776727272727273	full-sibling
HG01622	HG01622	HG01773	HG01773	3.152	1	3.152	0.057309090909090914	unrelated
HG01623	HG01623	HG01773	HG01773	3.152	1	3.152	0.057309090909090914	unrelated
HG01625	HG01625	HG01627	HG01627	44.156	8	9.607	0.8028363636363636	full-sibling
HG01626	HG01626	HG01627	HG01627	47.495	6	25.319	0.8635454545454545	full-sibling
HG01628	HG01628	HG01628	HG01628	4.855	1	4.855	0.08827272727272728	unrelated
HG01628	HG01628	HG01629	HG01629	47.437	9	9.513	0.8624909090909091	full-sibling
HG01629	HG01629	HG01630	HG01630	36.517	6	9.412	0.6639454545454546	full-sibling
HG01631	HG01631	HG01633	HG01633	46.816	10	9.219	0.8512000000000001	full-sibling
HG01632	HG01632	HG01633	HG01633	52.303	8	10.948	0.9509636363636363	full-sibling
HG01667	HG01667	HG01668	HG01668	52.339	7	12.268	0.9516181818181818	full-sibling
HG01667	HG01667	HG01669	HG01669	60.437	9	14.947	1.0988545454545453	full-sibling
HG01670	HG01670	HG01671	HG01671	50.370999999999995	8	9.805	0.9158363636363636	full-sibling
