fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	predicted_relationship
HG02890	HG02890	HG02892	HG02892	33.763999999999996	6	full-sibling
HG02891	HG02891	HG02892	HG02892	39.148	9	full-sibling
HG02895	HG02895	HG02897	HG02897	39.778	6	full-sibling
HG02896	HG02896	HG02897	HG02897	30.889	5	full-sibling
HG02922	HG02922	HG02924	HG02924	47.067	10	full-sibling
HG02923	HG02923	HG02924	HG02924	35.736	7	full-sibling
HG02923	HG02923	HG03373	HG03373	6.332	1	third-degree
HG02943	HG02943	HG02945	HG02945	44.211	7	full-sibling
HG02943	HG02943	HG03306	HG03306	3.99	1	unrelated
HG02944	HG02944	HG02945	HG02945	40.902	8	full-sibling
HG02944	HG02944	HG03121	HG03121	3.529	1	unrelated
HG02944	HG02944	HG03306	HG03306	4.72	1	unrelated
HG02945	HG02945	HG03306	HG03306	4.819	1	unrelated
HG02946	HG02946	HG02948	HG02948	35.548	6	full-sibling
HG02947	HG02947	HG02948	HG02948	31.441	6	full-sibling
HG02952	HG02952	HG02954	HG02954	45.96	10	full-sibling
HG02952	HG02952	HG03190	HG03190	3.333	1	unrelated
HG02952	HG02952	HG03514	HG03514	3.698	1	unrelated
HG02952	HG02952	HG03516	HG03516	3.913	1	unrelated
HG02953	HG02953	HG02954	HG02954	36.449	7	full-sibling
HG02954	HG02954	HG03170	HG03170	3.716	1	unrelated
HG02954	HG02954	HG03190	HG03190	3.333	1	unrelated
HG02964	HG02964	HG02966	HG02966	36.852999999999994	7	full-sibling
HG02965	HG02965	HG02966	HG02966	38.917	7	full-sibling
HG02970	HG02970	HG02972	HG02972	31.207	7	full-sibling
HG02971	HG02971	HG02972	HG02972	26.627	5	full-sibling
HG02971	HG02971	HG03108	HG03108	3.676	1	unrelated
HG02971	HG02971	HG03110	HG03110	4.584	1	unrelated
HG02973	HG02973	HG02975	HG02975	43.317	8	full-sibling
HG02973	HG02973	HG03118	HG03118	6.556	1	third-degree
HG02973	HG02973	HG03119	HG03119	6.41	1	third-degree
HG02973	HG02973	HG03133	HG03133	3.465	1	unrelated
HG02973	HG02973	HG03134	HG03134	4.718	1	unrelated
HG02974	HG02974	HG02975	HG02975	29.073	5	full-sibling
HG02974	HG02974	HG03370	HG03370	3.709	1	unrelated
HG02975	HG02975	HG03118	HG03118	9.093	1	third-degree
HG02975	HG02975	HG03119	HG03119	9.123	1	third-degree
HG02975	HG02975	HG03370	HG03370	3.417	1	unrelated
HG02976	HG02976	HG02978	HG02978	49.851	8	full-sibling
HG02977	HG02977	HG02977	HG02977	22.752	3	full-sibling
HG02977	HG02977	HG02978	HG02978	75.443	10	full-sibling
HG02978	HG02978	HG03305	HG03305	3.817	1	unrelated
HG02979	HG02979	HG02980	HG02980	37.870000000000005	8	full-sibling
HG02980	HG02980	HG02981	HG02981	32.52	6	full-sibling
HG02980	HG02980	NA19189	NA19189	3.824	1	unrelated
HG02980	HG02980	NA19191	NA19191	3.824	1	unrelated
HG02982	HG02982	HG02984	HG02984	37.089	8	full-sibling
HG02983	HG02983	HG02984	HG02984	35.81	9	full-sibling
HG03006	HG03006	HG03008	HG03008	35.497	3	parent-child
HG03007	HG03007	HG03008	HG03008	40.426	8	full-sibling
HG03015	HG03015	HG03017	HG03017	50.96	8	full-sibling
HG03016	HG03016	HG03017	HG03017	48.911	7	full-sibling
HG03024	HG03024	HG03026	HG03026	39.484	8	full-sibling
HG03024	HG03024	HG03240	HG03240	5.705	1	third-degree
HG03024	HG03024	HG03242	HG03242	5.705	1	third-degree
HG03025	HG03025	HG03026	HG03026	41.571999999999996	7	full-sibling
HG03026	HG03026	HG03240	HG03240	9.127	1	third-degree
HG03026	HG03026	HG03242	HG03242	9.146	1	third-degree
HG03027	HG03027	HG03029	HG03029	31.052	5	full-sibling
HG03028	HG03028	HG03029	HG03029	34.331	7	full-sibling
HG03033	HG03033	HG03035	HG03035	25.495	6	full-sibling
HG03034	HG03034	HG03035	HG03035	40.02	7	full-sibling
HG03039	HG03039	HG03041	HG03041	47.623	9	full-sibling
HG03040	HG03040	HG03041	HG03041	44.514	8	full-sibling
HG03045	HG03045	HG03047	HG03047	47.435	7	full-sibling
HG03046	HG03046	HG03047	HG03047	41.873	10	full-sibling
HG03048	HG03048	HG03050	HG03050	38.647999999999996	7	full-sibling
HG03049	HG03049	HG03050	HG03050	38.771	6	full-sibling
HG03054	HG03054	HG03056	HG03056	26.923000000000002	6	full-sibling
HG03055	HG03055	HG03056	HG03056	22.703	5	full-sibling
HG03056	HG03056	HG03578	HG03578	3.333	1	unrelated
HG03056	HG03056	HG03579	HG03579	3.333	1	unrelated
HG03063	HG03063	HG03065	HG03065	35.086	7	full-sibling
HG03064	HG03064	HG03065	HG03065	31.942	7	full-sibling
HG03096	HG03096	HG03098	HG03098	40.138	6	full-sibling
HG03096	HG03096	HG03486	HG03486	5.122	1	third-degree
HG03097	HG03097	HG03098	HG03098	36.464	8	full-sibling
HG03099	HG03099	HG03100	HG03100	3.906	1	unrelated
HG03099	HG03099	HG03101	HG03101	42.635	7	full-sibling
HG03099	HG03099	NA20126	NA20126	3.506	1	unrelated
HG03100	HG03100	HG03101	HG03101	40.271	7	full-sibling
HG03101	HG03101	HG03101	HG03101	3.891	1	unrelated
HG03108	HG03108	HG03110	HG03110	49.041	10	full-sibling
HG03108	HG03108	HG03372	HG03372	5.671	1	third-degree
HG03109	HG03109	HG03110	HG03110	51.771	7	full-sibling
HG03109	HG03109	HG03120	HG03120	13.231	3	second-degree
HG03109	HG03109	HG03122	HG03122	15.515	2	second-degree
HG03110	HG03110	HG03120	HG03120	13.555	3	second-degree
HG03110	HG03110	HG03122	HG03122	19.854	3	second-degree
HG03110	HG03110	HG03372	HG03372	8.06	1	third-degree
HG03111	HG03111	HG03113	HG03113	42.524	10	full-sibling
HG03112	HG03112	HG03113	HG03113	35.375	9	full-sibling
HG03113	HG03113	HG03124	HG03124	3.32	1	unrelated
HG03114	HG03114	HG03116	HG03116	44.248	7	full-sibling
HG03115	HG03115	HG03116	HG03116	43.897999999999996	8	full-sibling
HG03115	HG03115	HG03159	HG03159	9.978	2	third-degree
HG03115	HG03115	HG03161	HG03161	10.357	2	second-degree
HG03115	HG03115	HG03480	HG03480	3.52	1	unrelated
HG03115	HG03115	NA18485	NA18485	3.52	1	unrelated
HG03115	HG03115	NA18487	NA18487	3.52	1	unrelated
HG03115	HG03115	NA18855	NA18855	3.059	1	unrelated
HG03115	HG03115	NA19116	NA19116	3.24	1	unrelated
HG03115	HG03115	NA19160	NA19160	3.3	1	unrelated
HG03115	HG03115	NA19161	NA19161	3.52	1	unrelated
HG03115	HG03115	NA19203	NA19203	4.062	1	unrelated
HG03116	HG03116	HG03480	HG03480	3.52	1	unrelated
HG03116	HG03116	NA18485	NA18485	3.52	1	unrelated
HG03116	HG03116	NA18487	NA18487	3.52	1	unrelated
HG03116	HG03116	NA18855	NA18855	3.059	1	unrelated
HG03116	HG03116	NA19116	NA19116	3.24	1	unrelated
HG03116	HG03116	NA19160	NA19160	3.3	1	unrelated
HG03116	HG03116	NA19161	NA19161	3.52	1	unrelated
HG03116	HG03116	NA19203	NA19203	4.062	1	unrelated
HG03117	HG03117	HG03119	HG03119	44.286	6	full-sibling
HG03117	HG03117	HG03136	HG03136	7.581	2	third-degree
HG03117	HG03117	HG03137	HG03137	7.664000000000001	2	third-degree
HG03117	HG03117	HG03297	HG03297	4.931	1	unrelated
HG03117	HG03117	HG03299	HG03299	3.317	1	unrelated
HG03118	HG03118	HG03119	HG03119	49.271	8	full-sibling
HG03119	HG03119	HG03136	HG03136	9.392	2	third-degree
HG03119	HG03119	HG03137	HG03137	12.01	2	second-degree
HG03119	HG03119	HG03297	HG03297	4.931	1	unrelated
HG03119	HG03119	HG03299	HG03299	3.617	1	unrelated
HG03120	HG03120	HG03122	HG03122	45.355000000000004	9	full-sibling
HG03120	HG03120	HG03268	HG03268	4.781	1	unrelated
HG03121	HG03121	HG03122	HG03122	50.645	7	full-sibling
HG03122	HG03122	HG03191	HG03191	3.11	1	unrelated
HG03122	HG03122	NA18505	NA18505	3.071	1	unrelated
HG03122	HG03122	NA19150	NA19150	3.11	1	unrelated
HG03123	HG03123	HG03125	HG03125	52.696	8	full-sibling
HG03123	HG03123	HG03343	HG03343	3.648	1	unrelated
HG03123	HG03123	HG03352	HG03352	3.129	1	unrelated
HG03124	HG03124	HG03125	HG03125	46.88	10	full-sibling
HG03125	HG03125	HG03343	HG03343	4.75	1	unrelated
HG03125	HG03125	HG03352	HG03352	3.441	1	unrelated
HG03126	HG03126	HG03128	HG03128	45.385999999999996	5	full-sibling
HG03126	HG03126	NA19175	NA19175	3.124	1	unrelated
HG03126	HG03126	NA19177	NA19177	3.124	1	unrelated
HG03127	HG03127	HG03128	HG03128	41.761	8	full-sibling
HG03127	HG03127	HG03168	HG03168	3.598	1	unrelated
HG03128	HG03128	HG03168	HG03168	5.046	1	third-degree
HG03129	HG03129	HG03131	HG03131	50.621	10	full-sibling
HG03130	HG03130	HG03131	HG03131	45.387	9	full-sibling
HG03132	HG03132	HG03134	HG03134	41.419	8	full-sibling
HG03133	HG03133	HG03134	HG03134	37.692	7	full-sibling
HG03133	HG03133	HG03366	HG03366	5.839	1	third-degree
HG03134	HG03134	HG03366	HG03366	7.853	1	third-degree
HG03135	HG03135	HG03137	HG03137	55.528	10	full-sibling
HG03136	HG03136	HG03137	HG03137	51.67	10	full-sibling
HG03159	HG03159	HG03161	HG03161	53.36	7	full-sibling
HG03160	HG03160	HG03161	HG03161	54.146	9	full-sibling
HG03162	HG03162	HG03164	HG03164	39.57	9	full-sibling
HG03162	HG03162	HG03310	HG03310	5.92	1	third-degree
HG03162	HG03162	HG03311	HG03311	3.64	1	unrelated
HG03163	HG03163	HG03164	HG03164	37.894999999999996	7	full-sibling
HG03163	HG03163	HG03270	HG03270	3.083	1	unrelated
HG03163	HG03163	HG03272	HG03272	3.083	1	unrelated
HG03164	HG03164	HG03270	HG03270	10.087	3	second-degree
HG03164	HG03164	HG03272	HG03272	14.068000000000001	3	second-degree
HG03168	HG03168	HG03170	HG03170	48.873	9	full-sibling
HG03169	HG03169	HG03170	HG03170	46.856	9	full-sibling
HG03189	HG03189	HG03191	HG03191	38.078	6	full-sibling
HG03189	HG03189	HG03270	HG03270	7.566	2	third-degree
HG03190	HG03190	HG03191	HG03191	46.692	8	full-sibling
HG03191	HG03191	HG03270	HG03270	7.566	2	third-degree
HG03191	HG03191	NA19150	NA19150	3.184	1	unrelated
HG03191	HG03191	NA19197	NA19197	3.265	1	unrelated
HG03195	HG03195	HG03197	HG03197	43.615	8	full-sibling
HG03196	HG03196	HG03197	HG03197	41.591	7	full-sibling
HG03196	HG03196	HG03303	HG03303	3.214	1	unrelated
HG03197	HG03197	HG03303	HG03303	3.414	1	unrelated
HG03198	HG03198	HG03200	HG03200	39.564	9	full-sibling
HG03199	HG03199	HG03200	HG03200	40.457	8	full-sibling
HG03228	HG03228	HG03228	HG03228	14.638	1	second-degree
HG03228	HG03228	HG03229	HG03229	26.349	6	full-sibling
HG03228	HG03228	HG03230	HG03230	67.318	9	full-sibling
HG03229	HG03229	HG03230	HG03230	52.209	10	full-sibling
HG03230	HG03230	HG03230	HG03230	3.706	1	unrelated
HG03234	HG03234	HG03236	HG03236	38.762	7	full-sibling
HG03235	HG03235	HG03236	HG03236	45.638	9	full-sibling
HG03237	HG03237	HG03239	HG03239	25.29	5	full-sibling
HG03238	HG03238	HG03239	HG03239	32.0	8	full-sibling
HG03240	HG03240	HG03242	HG03242	32.495000000000005	6	full-sibling
HG03241	HG03241	HG03242	HG03242	33.298	8	full-sibling
HG03246	HG03246	HG03248	HG03248	39.686	9	full-sibling
HG03247	HG03247	HG03248	HG03248	36.714	7	full-sibling
HG03249	HG03249	HG03251	HG03251	27.156	6	full-sibling
HG03250	HG03250	HG03251	HG03251	31.177	8	full-sibling
HG03258	HG03258	HG03260	HG03260	44.929	9	full-sibling
HG03259	HG03259	HG03260	HG03260	41.466	9	full-sibling
HG03267	HG03267	HG03269	HG03269	51.637	9	full-sibling
HG03268	HG03268	HG03269	HG03269	36.762	5	full-sibling
HG03270	HG03270	HG03272	HG03272	55.88	9	full-sibling
HG03271	HG03271	HG03272	HG03272	51.151	9	full-sibling
HG03271	HG03271	HG03300	HG03300	11.263	2	second-degree
HG03272	HG03272	HG03300	HG03300	11.248999999999999	2	second-degree
HG03294	HG03294	HG03296	HG03296	44.653999999999996	8	full-sibling
HG03295	HG03295	HG03296	HG03296	38.061	5	full-sibling
HG03297	HG03297	HG03299	HG03299	35.787	8	full-sibling
HG03298	HG03298	HG03299	HG03299	41.572	9	full-sibling
HG03300	HG03300	HG03302	HG03302	49.966	8	full-sibling
HG03300	HG03300	HG03373	HG03373	12.264	3	second-degree
HG03300	HG03300	HG03374	HG03374	11.469000000000001	2	second-degree
HG03301	HG03301	HG03302	HG03302	34.216	6	full-sibling
HG03303	HG03303	HG03305	HG03305	51.53	8	full-sibling
HG03303	HG03303	HG03342	HG03342	3.294	1	unrelated
HG03303	HG03303	HG03344	HG03344	4.381	1	unrelated
HG03304	HG03304	HG03305	HG03305	43.393	8	full-sibling
HG03304	HG03304	HG03342	HG03342	3.463	1	unrelated
HG03304	HG03304	HG03344	HG03344	3.463	1	unrelated
HG03305	HG03305	HG03342	HG03342	9.651	2	third-degree
HG03305	HG03305	HG03344	HG03344	10.738	2	second-degree
HG03306	HG03306	HG03308	HG03308	47.504	6	full-sibling
HG03306	HG03306	HG03313	HG03313	3.226	1	unrelated
HG03307	HG03307	HG03308	HG03308	35.333	4	parent-child
HG03308	HG03308	HG03313	HG03313	7.804	2	third-degree
HG03309	HG03309	HG03310	HG03310	31.866	6	full-sibling
HG03309	HG03309	HG03515	HG03515	6.617	2	third-degree
HG03310	HG03310	HG03311	HG03311	41.625	7	full-sibling
HG03311	HG03311	HG03370	HG03370	3.288	1	unrelated
HG03311	HG03311	HG03371	HG03371	3.288	1	unrelated
HG03312	HG03312	HG03314	HG03314	34.993	5	full-sibling
HG03313	HG03313	HG03314	HG03314	42.971	7	full-sibling
HG03342	HG03342	HG03344	HG03344	49.477000000000004	7	full-sibling
HG03343	HG03343	HG03344	HG03344	43.981	8	full-sibling
HG03343	HG03343	HG03352	HG03352	3.441	1	unrelated
HG03350	HG03350	HG03351	HG03351	41.547	7	full-sibling
HG03350	HG03350	HG03352	HG03352	44.297	8	full-sibling
HG03352	HG03352	HG03366	HG03366	3.411	1	unrelated
HG03352	HG03352	HG03368	HG03368	5.577	1	third-degree
HG03366	HG03366	HG03368	HG03368	40.932	7	full-sibling
HG03366	HG03366	HG03373	HG03373	3.059	1	unrelated
HG03367	HG03367	HG03368	HG03368	27.649	6	full-sibling
HG03369	HG03369	HG03371	HG03371	48.278	8	full-sibling
HG03370	HG03370	HG03371	HG03371	46.442	6	full-sibling
HG03372	HG03372	HG03374	HG03374	44.318	7	full-sibling
HG03373	HG03373	HG03374	HG03374	50.224000000000004	10	full-sibling
HG03438	HG03438	HG03469	HG03469	35.593	7	full-sibling
HG03438	HG03438	HG03470	HG03470	31.8	7	full-sibling
HG03451	HG03451	HG03453	HG03453	27.358	7	full-sibling
HG03452	HG03452	HG03453	HG03453	36.368	6	full-sibling
HG03454	HG03454	HG03456	HG03456	32.175	6	full-sibling
HG03455	HG03455	HG03456	HG03456	43.628	7	full-sibling
HG03478	HG03478	HG03480	HG03480	30.971	7	full-sibling
HG03479	HG03479	HG03480	HG03480	37.230000000000004	7	full-sibling
HG03480	HG03480	NA18855	NA18855	3.059	1	unrelated
HG03480	HG03480	NA19160	NA19160	3.3	1	unrelated
HG03484	HG03484	HG03486	HG03486	30.232	5	full-sibling
HG03485	HG03485	HG03486	HG03486	31.83	8	full-sibling
HG03487	HG03487	HG03489	HG03489	42.881	7	full-sibling
HG03488	HG03488	HG03489	HG03489	49.217	9	full-sibling
HG03490	HG03490	HG03492	HG03492	41.076	8	full-sibling
HG03491	HG03491	HG03492	HG03492	52.413	8	full-sibling
HG03514	HG03514	HG03516	HG03516	42.573	7	full-sibling
HG03515	HG03515	HG03516	HG03516	36.193	7	full-sibling
HG03517	HG03517	HG03519	HG03519	50.117000000000004	9	full-sibling
HG03518	HG03518	HG03519	HG03519	34.227	7	full-sibling
HG03520	HG03520	HG03522	HG03522	41.299	7	full-sibling
HG03521	HG03521	HG03522	HG03522	44.23	7	full-sibling
HG03538	HG03538	HG03540	HG03540	28.523	6	full-sibling
HG03539	HG03539	HG03540	HG03540	32.11	6	full-sibling
HG03574	HG03574	HG03576	HG03576	25.7	5	full-sibling
HG03575	HG03575	HG03576	HG03576	35.093	5	full-sibling
HG03575	HG03575	HG03582	HG03582	3.32	1	unrelated
HG03576	HG03576	HG03582	HG03582	3.32	1	unrelated
HG03577	HG03577	HG03579	HG03579	37.135	8	full-sibling
HG03578	HG03578	HG03579	HG03579	46.976	8	full-sibling
HG03582	HG03582	HG03584	HG03584	31.949	7	full-sibling
HG03583	HG03583	HG03584	HG03584	39.358	9	full-sibling
HG03594	HG03594	HG03596	HG03596	40.334	6	full-sibling
HG03595	HG03595	HG03596	HG03596	44.685	7	full-sibling
HG03605	HG03605	HG03606	HG03606	36.313	5	full-sibling
HG03605	HG03605	HG03607	HG03607	37.722	7	full-sibling
HG03615	HG03615	HG03615	HG03615	13.469000000000001	3	second-degree
HG03615	HG03615	HG03617	HG03617	59.836999999999996	8	full-sibling
HG03616	HG03616	HG03617	HG03617	33.566	8	full-sibling
HG03618	HG03618	HG03620	HG03620	40.666	8	full-sibling
HG03619	HG03619	HG03619	HG03619	3.532	1	unrelated
HG03619	HG03619	HG03620	HG03620	43.742	8	full-sibling
HG03624	HG03624	HG03626	HG03626	49.284	8	full-sibling
HG03625	HG03625	HG03626	HG03626	52.775	8	full-sibling
HG03633	HG03633	HG03633	HG03633	4.663	1	unrelated
HG03633	HG03633	HG03635	HG03635	41.525999999999996	7	full-sibling
HG03634	HG03634	HG03635	HG03635	43.988	4	parent-child
HG03639	HG03639	HG03641	HG03641	42.174	5	full-sibling
HG03640	HG03640	HG03641	HG03641	49.259	7	full-sibling
HG03642	HG03642	HG04204	HG04204	56.501999999999995	7	full-sibling
HG03642	HG03642	HG04215	HG04215	59.573	10	full-sibling
HG03649	HG03649	HG03651	HG03651	29.61	7	full-sibling
HG03650	HG03650	HG03651	HG03651	46.266000000000005	8	full-sibling
HG03652	HG03652	HG03654	HG03654	45.539	10	full-sibling
HG03653	HG03653	HG03654	HG03654	32.061	7	full-sibling
HG03667	HG03667	HG03669	HG03669	45.55	8	full-sibling
HG03668	HG03668	HG03669	HG03669	32.587	7	full-sibling
HG03679	HG03679	HG03679	HG03679	4.75	1	unrelated
HG03679	HG03679	HG04204	HG04204	55.75	8	full-sibling
HG03679	HG03679	HG04215	HG04215	60.436	9	full-sibling
HG03682	HG03682	HG03683	HG03683	28.842	4	full-sibling
HG03683	HG03683	HG03684	HG03684	40.913	6	full-sibling
HG03684	HG03684	HG03688	HG03688	3.059	1	unrelated
HG03684	HG03684	HG03885	HG03885	3.059	1	unrelated
HG03688	HG03688	HG03885	HG03885	50.001	10	full-sibling
HG03688	HG03688	HG03886	HG03886	41.475	8	full-sibling
HG03699	HG03699	HG03701	HG03701	38.934	7	full-sibling
HG03700	HG03700	HG03701	HG03701	37.8	7	full-sibling
HG03702	HG03702	HG03704	HG03704	46.294	8	full-sibling
HG03703	HG03703	HG03704	HG03704	40.557	6	full-sibling
HG03705	HG03705	HG03706	HG03706	3.959	1	unrelated
HG03705	HG03705	HG03707	HG03707	44.099	7	full-sibling
HG03706	HG03706	HG03707	HG03707	43.286	5	full-sibling
HG03708	HG03708	HG03710	HG03710	29.785	6	full-sibling
HG03709	HG03709	HG03710	HG03710	37.566	6	full-sibling
HG03719	HG03719	HG03722	HG03722	51.468	9	full-sibling
HG03719	HG03719	HG03725	HG03725	43.903999999999996	10	full-sibling
HG03721	HG03721	HG03732	HG03732	48.716	7	full-sibling
HG03727	HG03727	HG03732	HG03732	33.93	6	full-sibling
HG03761	HG03761	HG03763	HG03763	40.177	7	full-sibling
HG03762	HG03762	HG03763	HG03763	38.67	8	full-sibling
HG03793	HG03793	HG03795	HG03795	31.012	7	full-sibling
HG03794	HG03794	HG03795	HG03795	40.407	7	full-sibling
HG03796	HG03796	HG03798	HG03798	50.831	8	full-sibling
HG03797	HG03797	HG03798	HG03798	26.511	5	full-sibling
HG03799	HG03799	HG03801	HG03801	42.832	8	full-sibling
HG03800	HG03800	HG03801	HG03801	33.913	8	full-sibling
HG03802	HG03802	HG03804	HG03804	23.411	4	full-sibling
HG03803	HG03803	HG03804	HG03804	33.37	8	full-sibling
HG03805	HG03805	HG03806	HG03806	7.116	1	third-degree
HG03805	HG03805	HG03807	HG03807	56.230999999999995	6	full-sibling
HG03806	HG03806	HG03807	HG03807	55.205	7	full-sibling
HG03806	HG03806	HG03907	HG03907	3.036	1	unrelated
HG03807	HG03807	HG03807	HG03807	8.008	1	third-degree
HG03807	HG03807	HG03907	HG03907	3.036	1	unrelated
HG03814	HG03814	HG03816	HG03816	34.693	7	full-sibling
HG03815	HG03815	HG03816	HG03816	24.506	5	full-sibling
HG03823	HG03823	HG03825	HG03825	39.275	7	full-sibling
HG03824	HG03824	HG03825	HG03825	39.318	6	full-sibling
HG03829	HG03829	HG03831	HG03831	30.204	6	full-sibling
HG03830	HG03830	HG03831	HG03831	38.519999999999996	6	full-sibling
HG03832	HG03832	HG03834	HG03834	44.019000000000005	9	full-sibling
HG03833	HG03833	HG03834	HG03834	43.988	8	full-sibling
HG03834	HG03834	HG04158	HG04158	3.014	1	unrelated
HG03834	HG03834	HG04160	HG04160	3.014	1	unrelated
HG03894	HG03894	HG04115	HG04115	50.066	9	full-sibling
HG03896	HG03896	HG04115	HG04115	34.069	6	full-sibling
HG03904	HG03904	HG03906	HG03906	42.735	8	full-sibling
HG03905	HG03905	HG03906	HG03906	29.226	5	full-sibling
HG03907	HG03907	HG03909	HG03909	35.113	6	full-sibling
HG03908	HG03908	HG03909	HG03909	34.116	9	full-sibling
HG03913	HG03913	HG03915	HG03915	45.190000000000005	6	full-sibling
HG03913	HG03913	HG04184	HG04184	4.068	1	unrelated
HG03914	HG03914	HG03915	HG03915	45.564	6	full-sibling
HG03925	HG03925	HG03927	HG03927	29.059	6	full-sibling
HG03926	HG03926	HG03927	HG03927	48.201	7	full-sibling
HG03928	HG03928	HG03930	HG03930	35.853	8	full-sibling
HG03929	HG03929	HG03930	HG03930	36.95	6	full-sibling
HG03940	HG03940	HG03942	HG03942	25.479	4	full-sibling
HG03941	HG03941	HG03942	HG03942	36.614	6	full-sibling
HG03941	HG03941	HG04186	HG04186	8.767	2	third-degree
HG03943	HG03943	HG03992	HG03992	60.635	8	full-sibling
HG03943	HG03943	HG04036	HG04036	49.689	7	full-sibling
HG03944	HG03944	HG03992	HG03992	63.039	5	full-sibling
HG03944	HG03944	HG04036	HG04036	68.095	7	full-sibling
HG03992	HG03992	HG04036	HG04036	89.8	8	full-sibling
HG04075	HG04075	HG04075	HG04075	9.711	1	third-degree
HG04075	HG04075	HG04122	HG04122	67.735	8	full-sibling
HG04099	HG04099	HG04199	HG04199	38.443	6	full-sibling
HG04100	HG04100	HG04199	HG04199	36.592	7	full-sibling
HG04122	HG04122	HG04127	HG04127	51.688	7	full-sibling
HG04131	HG04131	HG04133	HG04133	35.603	8	full-sibling
HG04132	HG04132	HG04133	HG04133	31.589	7	full-sibling
HG04134	HG04134	HG04136	HG04136	38.346	7	full-sibling
HG04135	HG04135	HG04136	HG04136	47.396	8	full-sibling
HG04140	HG04140	HG04142	HG04142	32.638999999999996	6	full-sibling
HG04141	HG04141	HG04142	HG04142	28.436	4	full-sibling
HG04146	HG04146	HG04148	HG04148	31.109	6	full-sibling
HG04147	HG04147	HG04148	HG04148	29.236	4	full-sibling
HG04149	HG04149	HG04151	HG04151	36.77	7	full-sibling
HG04150	HG04150	HG04151	HG04151	25.958	6	full-sibling
HG04155	HG04155	HG04157	HG04157	47.032000000000004	9	full-sibling
HG04155	HG04155	HG04192	HG04192	3.959	1	unrelated
HG04155	HG04155	HG04193	HG04193	3.5	1	unrelated
HG04156	HG04156	HG04157	HG04157	46.771	8	full-sibling
HG04158	HG04158	HG04160	HG04160	24.609	4	full-sibling
HG04159	HG04159	HG04160	HG04160	44.44	7	full-sibling
HG04173	HG04173	HG04175	HG04175	54.536	8	full-sibling
HG04173	HG04173	HG04187	HG04187	3.862	1	unrelated
HG04174	HG04174	HG04175	HG04175	43.866	6	full-sibling
HG04175	HG04175	HG04187	HG04187	4.485	1	unrelated
HG04182	HG04182	HG04184	HG04184	40.257	7	full-sibling
HG04183	HG04183	HG04184	HG04184	34.292	8	full-sibling
HG04185	HG04185	HG04187	HG04187	43.836	7	full-sibling
HG04186	HG04186	HG04187	HG04187	49.731	7	full-sibling
HG04191	HG04191	HG04192	HG04192	8.692	2	third-degree
HG04191	HG04191	HG04193	HG04193	32.926	5	full-sibling
HG04192	HG04192	HG04193	HG04193	45.125	9	full-sibling
HG04193	HG04193	HG04193	HG04193	5.472	1	third-degree
HG04198	HG04198	HG04217	HG04217	40.458	7	full-sibling
HG04200	HG04200	HG04217	HG04217	47.445	7	full-sibling
HG04204	HG04204	HG04215	HG04215	57.313	8	full-sibling
HG04227	HG04227	HG04228	HG04228	29.95	7	full-sibling
HG04228	HG04228	HG04229	HG04229	47.174	7	full-sibling
NA06984	NA06984	NA12329	NA12329	49.156	9	full-sibling
NA06985	NA06985	NA06991	NA06991	47.957	9	full-sibling
NA06986	NA06986	NA06997	NA06997	52.232	7	full-sibling
NA06989	NA06989	NA12329	NA12329	40.507	7	full-sibling
NA06991	NA06991	NA06993	NA06993	53.203	7	full-sibling
NA06991	NA06991	NA07056	NA07056	3.732	1	unrelated
NA06991	NA06991	NA12748	NA12748	3.081	1	unrelated
NA06993	NA06993	NA07056	NA07056	3.732	1	unrelated
NA06994	NA06994	NA07029	NA07029	46.89	6	full-sibling
NA06995	NA06995	NA07037	NA07037	39.894999999999996	5	full-sibling
NA06995	NA06995	NA07435	NA07435	55.856	9	full-sibling
NA06995	NA06995	NA12386	NA12386	5.495	1	third-degree
NA06995	NA06995	NA12400	NA12400	4.723	1	unrelated
NA06997	NA06997	NA07045	NA07045	58.289	10	full-sibling
NA06997	NA06997	NA12801	NA12801	28.245	4	full-sibling
NA06997	NA06997	NA12813	NA12813	51.744	4	parent-child
NA07000	NA07000	NA07029	NA07029	46.327	8	full-sibling
NA07014	NA07014	NA07031	NA07031	63.515	8	full-sibling
NA07014	NA07014	NA07051	NA07051	59.581	9	full-sibling
NA07019	NA07019	NA07022	NA07022	53.4	8	full-sibling
NA07019	NA07019	NA07056	NA07056	45.216	9	full-sibling
NA07031	NA07031	NA10857	NA10857	5.603	1	third-degree
NA07031	NA07031	NA12043	NA12043	4.835	1	unrelated
NA07034	NA07034	NA07048	NA07048	58.247	6	full-sibling
NA07034	NA07034	NA12830	NA12830	6.707	1	third-degree
NA07037	NA07037	NA12386	NA12386	5.495	1	third-degree
NA07037	NA07037	NA12400	NA12400	4.723	1	unrelated
NA07045	NA07045	NA12801	NA12801	51.758	9	full-sibling
NA07045	NA07045	NA12813	NA12813	86.239	15	full-sibling
NA07048	NA07048	NA07055	NA07055	52.386	9	full-sibling
NA07055	NA07055	NA12046	NA12046	8.381	2	third-degree
NA07345	NA07345	NA07348	NA07348	54.184	7	full-sibling
NA07346	NA07346	NA07349	NA07349	54.727999999999994	10	full-sibling
NA07347	NA07347	NA07349	NA07349	49.759	6	full-sibling
NA07348	NA07348	NA07357	NA07357	38.671	6	full-sibling
