fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	predicted_relationship
HG01257	HG01257	HG01604	HG01604	4.745	1	unrelated
HG01257	HG01257	HG01605	HG01605	4.745	1	unrelated
HG01258	HG01258	HG01351	HG01351	3.083	1	unrelated
HG01258	HG01258	HG01352	HG01352	7.491	1	third-degree
HG01258	HG01258	HG01383	HG01383	4.439	1	unrelated
HG01258	HG01258	HG01431	HG01431	5.718	1	third-degree
HG01258	HG01258	HG01604	HG01604	3.308	1	unrelated
HG01258	HG01258	HG01605	HG01605	3.308	1	unrelated
HG01259	HG01259	HG01261	HG01261	45.028	6	full-sibling
HG01259	HG01259	HG01437	HG01437	9.229	2	third-degree
HG01259	HG01259	HG01439	HG01439	11.338	3	second-degree
HG01259	HG01259	HG01492	HG01492	5.474	1	third-degree
HG01259	HG01259	HG01493	HG01493	5.474	1	third-degree
HG01260	HG01260	HG01261	HG01261	46.704	4	parent-child
HG01260	HG01260	HG01374	HG01374	16.894	4	second-degree
HG01260	HG01260	HG01376	HG01376	4.601	1	unrelated
HG01260	HG01260	HG01466	HG01466	3.993	1	unrelated
HG01260	HG01260	HG01550	HG01550	9.172	2	third-degree
HG01261	HG01261	HG01492	HG01492	5.474	1	third-degree
HG01261	HG01261	HG01493	HG01493	5.474	1	third-degree
HG01261	HG01261	HG01497	HG01497	3.863	1	unrelated
HG01261	HG01261	HG01499	HG01499	4.534	1	unrelated
HG01271	HG01271	HG01273	HG01273	41.522	5	full-sibling
HG01271	HG01271	HG01345	HG01345	5.087	1	third-degree
HG01271	HG01271	HG01346	HG01346	13.201	2	second-degree
HG01271	HG01271	HG01357	HG01357	6.431	1	third-degree
HG01271	HG01271	HG01358	HG01358	7.055	1	third-degree
HG01271	HG01271	HG01389	HG01389	3.898	1	unrelated
HG01272	HG01272	HG01273	HG01273	33.051	8	full-sibling
HG01272	HG01272	HG01354	HG01354	4.6	1	unrelated
HG01272	HG01272	HG01355	HG01355	7.776999999999999	2	third-degree
HG01273	HG01273	HG01354	HG01354	12.404	2	second-degree
HG01273	HG01273	HG01355	HG01355	12.575	1	second-degree
HG01274	HG01274	HG01276	HG01276	50.434	6	full-sibling
HG01274	HG01274	HG01347	HG01347	3.216	1	unrelated
HG01274	HG01274	HG01349	HG01349	8.411999999999999	2	third-degree
HG01274	HG01274	HG01350	HG01350	6.637	1	third-degree
HG01274	HG01274	HG01352	HG01352	7.811	1	third-degree
HG01274	HG01274	HG01359	HG01359	3.868	1	unrelated
HG01274	HG01274	HG01377	HG01377	3.613	1	unrelated
HG01274	HG01274	HG01379	HG01379	3.613	1	unrelated
HG01274	HG01274	HG01383	HG01383	3.083	1	unrelated
HG01275	HG01275	HG01276	HG01276	51.494	3	parent-child
HG01275	HG01275	HG01357	HG01357	7.295	1	third-degree
HG01275	HG01275	HG01432	HG01432	4.639	1	unrelated
HG01275	HG01275	HG01433	HG01433	7.699	2	third-degree
HG01276	HG01276	HG01347	HG01347	8.321	2	third-degree
HG01276	HG01276	HG01349	HG01349	7.057	2	third-degree
HG01276	HG01276	HG01350	HG01350	6.637	1	third-degree
HG01276	HG01276	HG01352	HG01352	7.995	1	third-degree
HG01276	HG01276	HG01357	HG01357	7.849	1	third-degree
HG01276	HG01276	HG01359	HG01359	3.868	1	unrelated
HG01276	HG01276	HG01377	HG01377	3.613	1	unrelated
HG01276	HG01276	HG01379	HG01379	3.613	1	unrelated
HG01276	HG01276	HG01389	HG01389	4.139	1	unrelated
HG01276	HG01276	HG01391	HG01391	5.131	1	third-degree
HG01276	HG01276	HG01432	HG01432	6.797	1	third-degree
HG01276	HG01276	HG01433	HG01433	6.19	1	third-degree
HG01276	HG01276	HG01550	HG01550	5.131	1	third-degree
HG01276	HG01276	HG01552	HG01552	5.131	1	third-degree
HG01277	HG01277	HG01278	HG01278	13.52	3	second-degree
HG01277	HG01277	HG01279	HG01279	55.2	9	full-sibling
HG01277	HG01277	HG01353	HG01353	3.176	1	unrelated
HG01277	HG01277	HG01385	HG01385	3.136	1	unrelated
HG01277	HG01277	HG01465	HG01465	3.39	1	unrelated
HG01277	HG01277	HG01466	HG01466	3.697	1	unrelated
HG01278	HG01278	HG01279	HG01279	65.193	13	full-sibling
HG01278	HG01278	HG01356	HG01356	10.102	1	second-degree
HG01278	HG01278	HG01358	HG01358	3.615	1	unrelated
HG01278	HG01278	HG01384	HG01384	3.774	1	unrelated
HG01278	HG01278	HG01385	HG01385	3.03	1	unrelated
HG01279	HG01279	HG01279	HG01279	7.514	2	third-degree
HG01279	HG01279	HG01353	HG01353	3.176	1	unrelated
HG01279	HG01279	HG01356	HG01356	10.102	1	second-degree
HG01279	HG01279	HG01358	HG01358	3.615	1	unrelated
HG01279	HG01279	HG01385	HG01385	3.136	1	unrelated
HG01341	HG01341	HG01343	HG01343	30.942	7	full-sibling
HG01342	HG01342	HG01343	HG01343	23.897	4	full-sibling
HG01344	HG01344	HG01346	HG01346	32.945	7	full-sibling
HG01345	HG01345	HG01346	HG01346	46.116	6	full-sibling
HG01345	HG01345	HG01347	HG01347	4.446	1	unrelated
HG01345	HG01345	HG01349	HG01349	4.446	1	unrelated
HG01345	HG01345	HG01357	HG01357	5.087	1	third-degree
HG01345	HG01345	HG01358	HG01358	4.842	1	unrelated
HG01345	HG01345	HG01495	HG01495	5.812	1	third-degree
HG01345	HG01345	HG01496	HG01496	8.126	1	third-degree
HG01346	HG01346	HG01347	HG01347	5.221	1	third-degree
HG01346	HG01346	HG01349	HG01349	5.221	1	third-degree
HG01346	HG01346	HG01357	HG01357	5.223	1	third-degree
HG01346	HG01346	HG01358	HG01358	4.842	1	unrelated
HG01346	HG01346	HG01495	HG01495	5.812	1	third-degree
HG01346	HG01346	HG01496	HG01496	8.126	1	third-degree
HG01347	HG01347	HG01349	HG01349	59.592999999999996	7	full-sibling
HG01347	HG01347	HG01378	HG01378	6.206	1	third-degree
HG01347	HG01347	HG01389	HG01389	3.745	1	unrelated
HG01347	HG01347	HG01391	HG01391	5.135	1	third-degree
HG01347	HG01347	HG01516	HG01516	4.424	1	unrelated
HG01347	HG01347	HG01517	HG01517	4.424	1	unrelated
HG01347	HG01347	HG01550	HG01550	17.039	3	second-degree
HG01347	HG01347	HG01552	HG01552	8.218	2	third-degree
HG01348	HG01348	HG01349	HG01349	51.95	8	full-sibling
HG01348	HG01348	HG01356	HG01356	5.948	1	third-degree
HG01348	HG01348	HG01358	HG01358	18.511	4	second-degree
HG01348	HG01348	HG01497	HG01497	7.937	1	third-degree
HG01349	HG01349	HG01356	HG01356	8.596	2	third-degree
HG01349	HG01349	HG01358	HG01358	14.317	2	second-degree
HG01349	HG01349	HG01497	HG01497	6.973	1	third-degree
HG01349	HG01349	HG01550	HG01550	5.828	1	third-degree
HG01350	HG01350	HG01352	HG01352	43.96	6	full-sibling
HG01350	HG01350	HG01359	HG01359	3.868	1	unrelated
HG01350	HG01350	HG01377	HG01377	3.613	1	unrelated
HG01350	HG01350	HG01379	HG01379	3.613	1	unrelated
HG01350	HG01350	HG01495	HG01495	5.251	1	third-degree
HG01350	HG01350	HG01496	HG01496	7.871	1	third-degree
HG01351	HG01351	HG01352	HG01352	57.187	7	full-sibling
HG01351	HG01351	HG01550	HG01550	5.154	1	third-degree
HG01352	HG01352	HG01359	HG01359	3.868	1	unrelated
HG01352	HG01352	HG01360	HG01360	4.571	1	unrelated
HG01352	HG01352	HG01377	HG01377	3.613	1	unrelated
HG01352	HG01352	HG01379	HG01379	3.613	1	unrelated
HG01352	HG01352	HG01495	HG01495	10.376999999999999	2	second-degree
HG01352	HG01352	HG01496	HG01496	9.257	1	third-degree
HG01352	HG01352	HG01550	HG01550	5.778	1	third-degree
HG01353	HG01353	HG01355	HG01355	66.51299999999999	9	full-sibling
HG01353	HG01353	HG01496	HG01496	3.013	1	unrelated
HG01353	HG01353	NA12814	NA12814	3.083	1	unrelated
HG01354	HG01354	HG01354	HG01354	5.476	1	third-degree
HG01354	HG01354	HG01355	HG01355	71.383	8	full-sibling
HG01354	HG01354	HG01385	HG01385	5.446	1	third-degree
HG01354	HG01354	HG01389	HG01389	3.312	1	unrelated
HG01354	HG01354	HG01465	HG01465	3.391	1	unrelated
HG01354	HG01354	HG01550	HG01550	5.502	1	third-degree
HG01354	HG01354	HG01552	HG01552	5.272	1	third-degree
HG01355	HG01355	HG01385	HG01385	3.026	1	unrelated
HG01355	HG01355	HG01465	HG01465	3.391	1	unrelated
HG01355	HG01355	HG01496	HG01496	3.013	1	unrelated
HG01355	HG01355	HG01550	HG01550	5.529	1	third-degree
HG01356	HG01356	HG01358	HG01358	32.437	7	full-sibling
HG01356	HG01356	HG01377	HG01377	3.424	1	unrelated
HG01357	HG01357	HG01358	HG01358	43.757999999999996	9	full-sibling
HG01358	HG01358	HG01377	HG01377	4.794	1	unrelated
HG01358	HG01358	HG01378	HG01378	3.083	1	unrelated
HG01358	HG01358	HG01384	HG01384	3.083	1	unrelated
HG01358	HG01358	HG01385	HG01385	7.885	2	third-degree
HG01358	HG01358	HG01465	HG01465	4.125	1	unrelated
HG01359	HG01359	HG01361	HG01361	57.151	8	full-sibling
HG01359	HG01359	HG01377	HG01377	3.457	1	unrelated
HG01359	HG01359	HG01379	HG01379	3.457	1	unrelated
HG01359	HG01359	HG01432	HG01432	4.17	1	unrelated
HG01359	HG01359	HG01437	HG01437	5.361	1	third-degree
HG01359	HG01359	HG01438	HG01438	12.374	3	second-degree
HG01359	HG01359	HG01439	HG01439	6.289	2	third-degree
HG01359	HG01359	HG01489	HG01489	9.759	2	third-degree
HG01360	HG01360	HG01361	HG01361	46.47	6	full-sibling
HG01360	HG01360	HG01488	HG01488	7.67	1	third-degree
HG01360	HG01360	HG01490	HG01490	7.67	1	third-degree
HG01361	HG01361	HG01437	HG01437	3.661	1	unrelated
HG01361	HG01361	HG01438	HG01438	6.976	2	third-degree
HG01361	HG01361	HG01439	HG01439	3.206	1	unrelated
HG01361	HG01361	HG01488	HG01488	7.828	1	third-degree
HG01361	HG01361	HG01489	HG01489	12.287	2	second-degree
HG01361	HG01361	HG01490	HG01490	7.828	1	third-degree
HG01365	HG01365	HG01367	HG01367	45.17	6	full-sibling
HG01366	HG01366	HG01367	HG01367	39.452	7	full-sibling
HG01366	HG01366	HG01375	HG01375	3.165	1	unrelated
HG01366	HG01366	HG01376	HG01376	3.165	1	unrelated
HG01374	HG01374	HG01376	HG01376	45.561	7	full-sibling
HG01375	HG01375	HG01376	HG01376	42.296	5	full-sibling
HG01377	HG01377	HG01379	HG01379	46.004999999999995	7	full-sibling
HG01378	HG01378	HG01379	HG01379	44.601	8	full-sibling
HG01378	HG01378	HG01384	HG01384	7.187	2	third-degree
HG01378	HG01378	HG01385	HG01385	8.612	2	third-degree
HG01383	HG01383	HG01385	HG01385	43.861000000000004	8	full-sibling
HG01383	HG01383	HG01465	HG01465	12.713000000000001	2	second-degree
HG01383	HG01383	HG01466	HG01466	9.115	1	third-degree
HG01384	HG01384	HG01385	HG01385	27.631	5	full-sibling
HG01385	HG01385	HG01465	HG01465	7.317	1	third-degree
HG01385	HG01385	HG01466	HG01466	7.317	1	third-degree
HG01389	HG01389	HG01391	HG01391	38.789	8	full-sibling
HG01389	HG01389	HG01437	HG01437	3.206	1	unrelated
HG01389	HG01389	HG01439	HG01439	3.206	1	unrelated
HG01389	HG01389	HG01550	HG01550	4.139	1	unrelated
HG01389	HG01389	HG01552	HG01552	4.139	1	unrelated
HG01390	HG01390	HG01391	HG01391	10.173	3	second-degree
HG01391	HG01391	HG01550	HG01550	5.595	1	third-degree
HG01391	HG01391	HG01552	HG01552	5.603	1	third-degree
HG01431	HG01431	HG01433	HG01433	46.487	7	full-sibling
HG01432	HG01432	HG01433	HG01433	40.163	7	full-sibling
HG01432	HG01432	HG01437	HG01437	3.661	1	unrelated
HG01437	HG01437	HG01439	HG01439	50.542	7	full-sibling
HG01437	HG01437	HG01456	HG01456	3.575	1	unrelated
HG01437	HG01437	HG01493	HG01493	4.097	1	unrelated
HG01438	HG01438	HG01439	HG01439	47.155	6	full-sibling
HG01438	HG01438	HG01489	HG01489	3.802	1	unrelated
HG01438	HG01438	HG01697	HG01697	3.375	1	unrelated
HG01438	HG01438	HG01698	HG01698	4.793	1	unrelated
HG01439	HG01439	HG01456	HG01456	3.575	1	unrelated
HG01439	HG01439	HG01493	HG01493	5.287	1	third-degree
HG01439	HG01439	HG01698	HG01698	4.352	1	unrelated
HG01455	HG01455	HG01457	HG01457	44.576	7	full-sibling
HG01455	HG01455	HG01497	HG01497	12.824	2	second-degree
HG01455	HG01455	HG01499	HG01499	7.021	1	third-degree
HG01456	HG01456	HG01457	HG01457	42.261	6	full-sibling
HG01456	HG01456	HG01700	HG01700	3.427	1	unrelated
HG01456	HG01456	NA19795	NA19795	5.782	1	third-degree
HG01457	HG01457	HG01497	HG01497	12.824	2	second-degree
HG01457	HG01457	HG01499	HG01499	7.021	1	third-degree
HG01457	HG01457	NA19795	NA19795	5.782	1	third-degree
HG01461	HG01461	HG01463	HG01463	38.748999999999995	6	full-sibling
HG01462	HG01462	HG01463	HG01463	26.255	4	full-sibling
HG01464	HG01464	HG01466	HG01466	30.618000000000002	3	full-sibling
HG01465	HG01465	HG01466	HG01466	41.59	5	full-sibling
HG01466	HG01466	HG01550	HG01550	3.993	1	unrelated
HG01488	HG01488	HG01490	HG01490	32.893	5	full-sibling
HG01489	HG01489	HG01490	HG01490	41.333	7	full-sibling
HG01491	HG01491	HG01493	HG01493	53.269	9	full-sibling
HG01492	HG01492	HG01493	HG01493	55.213	9	full-sibling
HG01492	HG01492	NA19794	NA19794	3.332	1	unrelated
HG01494	HG01494	HG01496	HG01496	28.805	5	full-sibling
HG01495	HG01495	HG01496	HG01496	30.242	6	full-sibling
HG01495	HG01495	NA19784	NA19784	3.484	1	unrelated
HG01497	HG01497	HG01498	HG01498	3.087	1	unrelated
HG01497	HG01497	HG01499	HG01499	48.265	7	full-sibling
HG01498	HG01498	HG01499	HG01499	48.623	9	full-sibling
HG01500	HG01500	HG01502	HG01502	56.297	8	full-sibling
HG01500	HG01500	HG01991	HG01991	3.93	1	unrelated
HG01500	HG01500	HG01993	HG01993	3.93	1	unrelated
HG01501	HG01501	HG01502	HG01502	46.626000000000005	4	parent-child
HG01501	HG01501	HG02090	HG02090	3.46	1	unrelated
HG01502	HG01502	HG02090	HG02090	3.46	1	unrelated
HG01502	HG01502	NA19771	NA19771	4.236	1	unrelated
HG01503	HG01503	HG01505	HG01505	42.984	9	full-sibling
HG01504	HG01504	HG01505	HG01505	37.501	6	full-sibling
HG01504	HG01504	HG01679	HG01679	4.206	1	unrelated
HG01504	HG01504	HG02236	HG02236	3.166	1	unrelated
HG01506	HG01506	HG01508	HG01508	55.48	5	full-sibling
HG01507	HG01507	HG01508	HG01508	51.932	7	full-sibling
HG01509	HG01509	HG01511	HG01511	51.773	8	full-sibling
HG01510	HG01510	HG01511	HG01511	50.697	8	full-sibling
HG01512	HG01512	HG01514	HG01514	51.635999999999996	9	full-sibling
HG01513	HG01513	HG01514	HG01514	50.725	9	full-sibling
HG01515	HG01515	HG01516	HG01516	3.801	1	unrelated
HG01515	HG01515	HG01517	HG01517	62.233999999999995	6	full-sibling
HG01515	HG01515	HG01522	HG01522	3.049	1	unrelated
HG01515	HG01515	HG01614	HG01614	3.398	1	unrelated
HG01515	HG01515	HG01615	HG01615	3.398	1	unrelated
HG01516	HG01516	HG01517	HG01517	54.344	10	full-sibling
HG01517	HG01517	HG01517	HG01517	4.672	1	unrelated
HG01517	HG01517	HG01522	HG01522	3.049	1	unrelated
HG01517	HG01517	HG01614	HG01614	6.796	2	third-degree
HG01517	HG01517	HG01615	HG01615	6.796	2	third-degree
HG01518	HG01518	HG01520	HG01520	49.744	10	full-sibling
HG01519	HG01519	HG01520	HG01520	54.028	9	full-sibling
HG01521	HG01521	HG01523	HG01523	44.541000000000004	7	full-sibling
HG01522	HG01522	HG01523	HG01523	51.596000000000004	9	full-sibling
HG01524	HG01524	HG01526	HG01526	49.6	7	full-sibling
HG01524	HG01524	HG02237	HG02237	3.726	1	unrelated
HG01525	HG01525	HG01526	HG01526	38.113	6	full-sibling
HG01525	HG01525	NA19654	NA19654	3.906	1	unrelated
HG01527	HG01527	HG01529	HG01529	38.555	6	full-sibling
HG01528	HG01528	HG01529	HG01529	42.387	7	full-sibling
HG01530	HG01530	HG01532	HG01532	44.903	9	full-sibling
HG01531	HG01531	HG01532	HG01532	38.687	7	full-sibling
HG01536	HG01536	HG01538	HG01538	44.489000000000004	5	full-sibling
HG01536	HG01536	HG02223	HG02223	3.682	1	unrelated
HG01536	HG01536	HG02225	HG02225	3.682	1	unrelated
HG01537	HG01537	HG01538	HG01538	44.989000000000004	6	full-sibling
HG01538	HG01538	HG02223	HG02223	3.682	1	unrelated
HG01538	HG01538	HG02225	HG02225	3.682	1	unrelated
HG01550	HG01550	HG01552	HG01552	52.183	10	full-sibling
HG01551	HG01551	HG01552	HG01552	25.485999999999997	5	full-sibling
HG01565	HG01565	HG01567	HG01567	39.44	6	full-sibling
HG01566	HG01566	HG01566	HG01566	3.22	1	unrelated
HG01566	HG01566	HG01567	HG01567	56.199	7	full-sibling
HG01571	HG01571	HG01573	HG01573	39.114	8	full-sibling
HG01572	HG01572	HG01573	HG01573	39.939	5	full-sibling
HG01577	HG01577	HG01579	HG01579	40.599000000000004	6	full-sibling
HG01578	HG01578	HG01579	HG01579	28.765	5	full-sibling
HG01579	HG01579	HG01992	HG01992	4.431	1	unrelated
HG01579	HG01579	HG01993	HG01993	6.372	1	third-degree
HG01601	HG01601	HG01602	HG01602	44.756	7	full-sibling
HG01601	HG01601	HG01603	HG01603	40.818	6	full-sibling
HG01604	HG01604	HG01604	HG01604	3.46	1	unrelated
HG01604	HG01604	HG01605	HG01605	52.927	6	full-sibling
HG01604	HG01604	HG01606	HG01606	62.709	10	full-sibling
HG01604	HG01604	HG01702	HG01702	3.479	1	unrelated
HG01605	HG01605	HG01702	HG01702	3.479	1	unrelated
HG01607	HG01607	HG01609	HG01609	33.429	4	parent-child
HG01608	HG01608	HG01609	HG01609	55.294	10	full-sibling
HG01609	HG01609	NA19653	NA19653	3.13	1	unrelated
HG01610	HG01610	HG01611	HG01611	40.19	8	full-sibling
HG01611	HG01611	HG01612	HG01612	40.043	5	full-sibling
HG01613	HG01613	HG01613	HG01613	4.007	1	unrelated
HG01613	HG01613	HG01614	HG01614	54.167	7	full-sibling
HG01614	HG01614	HG01615	HG01615	62.724999999999994	7	full-sibling
HG01616	HG01616	HG01617	HG01617	48.221000000000004	8	full-sibling
HG01616	HG01616	HG01618	HG01618	56.776	7	full-sibling
HG01619	HG01619	HG01621	HG01621	55.797	9	full-sibling
HG01620	HG01620	HG01621	HG01621	50.096	8	full-sibling
HG01622	HG01622	HG01623	HG01623	49.362	7	full-sibling
HG01622	HG01622	HG01624	HG01624	42.772	7	full-sibling
HG01622	HG01622	HG01773	HG01773	3.152	1	unrelated
HG01623	HG01623	HG01773	HG01773	3.152	1	unrelated
HG01625	HG01625	HG01627	HG01627	44.156	8	full-sibling
HG01626	HG01626	HG01627	HG01627	47.495	6	full-sibling
HG01628	HG01628	HG01628	HG01628	4.855	1	unrelated
HG01628	HG01628	HG01629	HG01629	47.437	9	full-sibling
HG01629	HG01629	HG01630	HG01630	36.517	6	full-sibling
HG01631	HG01631	HG01633	HG01633	46.816	10	full-sibling
HG01632	HG01632	HG01633	HG01633	52.303	8	full-sibling
HG01667	HG01667	HG01668	HG01668	52.339	7	full-sibling
HG01667	HG01667	HG01669	HG01669	60.437	9	full-sibling
HG01670	HG01670	HG01671	HG01671	50.370999999999995	8	full-sibling
HG01671	HG01671	HG01672	HG01672	45.869	8	full-sibling
HG01673	HG01673	HG01674	HG01674	50.629999999999995	8	full-sibling
HG01674	HG01674	HG01675	HG01675	55.152	8	full-sibling
HG01675	HG01675	HG01676	HG01676	3.216	1	unrelated
HG01675	HG01675	HG01677	HG01677	3.216	1	unrelated
HG01676	HG01676	HG01677	HG01677	42.427	3	parent-child
HG01676	HG01676	HG01678	HG01678	3.923	1	unrelated
HG01677	HG01677	HG01678	HG01678	42.914	7	full-sibling
HG01679	HG01679	HG01681	HG01681	52.972	7	full-sibling
HG01680	HG01680	HG01681	HG01681	48.251	10	full-sibling
HG01682	HG01682	HG01683	HG01683	49.155	8	full-sibling
HG01683	HG01683	HG01684	HG01684	40.485	6	full-sibling
HG01685	HG01685	HG01687	HG01687	44.827	10	full-sibling
HG01686	HG01686	HG01687	HG01687	41.503	6	full-sibling
HG01694	HG01694	HG01696	HG01696	38.943	6	full-sibling
HG01695	HG01695	HG01696	HG01696	43.764	8	full-sibling
HG01697	HG01697	HG01698	HG01698	47.191	11	full-sibling
HG01698	HG01698	HG01699	HG01699	60.63	8	full-sibling
HG01700	HG01700	HG01701	HG01701	56.853	7	full-sibling
HG01701	HG01701	HG01702	HG01702	49.855000000000004	7	full-sibling
HG01703	HG01703	HG01704	HG01704	51.298	8	full-sibling
HG01703	HG01703	HG01705	HG01705	37.75	5	full-sibling
HG01706	HG01706	HG01707	HG01707	45.248999999999995	7	full-sibling
HG01706	HG01706	HG01708	HG01708	46.042	7	full-sibling
HG01709	HG01709	HG01711	HG01711	47.945	7	full-sibling
HG01710	HG01710	HG01711	HG01711	44.79	6	full-sibling
HG01746	HG01746	HG01748	HG01748	43.584	8	full-sibling
HG01747	HG01747	HG01748	HG01748	56.544	8	full-sibling
HG01747	HG01747	HG01770	HG01770	3.141	1	unrelated
HG01755	HG01755	HG01756	HG01756	53.888999999999996	9	full-sibling
HG01755	HG01755	HG01757	HG01757	50.825	8	full-sibling
HG01761	HG01761	HG01763	HG01763	48.128	5	full-sibling
HG01762	HG01762	HG01763	HG01763	42.032	6	full-sibling
HG01770	HG01770	HG01772	HG01772	50.039	8	full-sibling
HG01771	HG01771	HG01772	HG01772	50.743	8	full-sibling
HG01773	HG01773	HG01774	HG01774	53.614000000000004	9	full-sibling
HG01774	HG01774	HG01775	HG01775	49.961	8	full-sibling
HG01776	HG01776	HG01778	HG01778	50.248000000000005	9	full-sibling
HG01777	HG01777	HG01778	HG01778	52.133	8	full-sibling
HG01779	HG01779	HG01780	HG01780	47.666	3	parent-child
HG01779	HG01779	NA19794	NA19794	5.408	1	third-degree
HG01780	HG01780	HG01781	HG01781	55.588	9	full-sibling
HG01782	HG01782	HG01783	HG01783	41.433	6	full-sibling
HG01782	HG01782	HG01784	HG01784	41.364000000000004	6	full-sibling
HG01879	HG01879	HG01881	HG01881	52.113	9	full-sibling
HG01879	HG01879	HG01895	HG01895	4.926	1	unrelated
HG01880	HG01880	HG01881	HG01881	53.324	7	full-sibling
HG01881	HG01881	HG01894	HG01894	3.191	1	unrelated
HG01881	HG01881	HG01895	HG01895	10.907	2	second-degree
HG01882	HG01882	HG01888	HG01888	34.362	8	full-sibling
HG01883	HG01883	HG01888	HG01888	30.003	6	full-sibling
HG01883	HG01883	NA19154	NA19154	5.921	1	third-degree
HG01883	HG01883	NA19221	NA19221	4.042	1	unrelated
HG01884	HG01884	HG01885	HG01885	29.509999999999998	7	full-sibling
HG01884	HG01884	HG01956	HG01956	39.407000000000004	9	full-sibling
HG01886	HG01886	HG01887	HG01887	23.206	4	full-sibling
HG01887	HG01887	HG02014	HG02014	26.023	6	full-sibling
HG01888	HG01888	NA19152	NA19152	3.083	1	unrelated
HG01888	HG01888	NA19154	NA19154	5.549	1	third-degree
HG01888	HG01888	NA19221	NA19221	4.65	1	unrelated
HG01889	HG01889	HG01891	HG01891	49.211	7	full-sibling
HG01890	HG01890	HG01891	HG01891	41.457	6	full-sibling
HG01890	HG01890	HG02974	HG02974	3.035	1	unrelated
HG01891	HG01891	HG02974	HG02974	3.035	1	unrelated
HG01892	HG01892	HG01898	HG01898	45.687	8	full-sibling
HG01893	HG01893	HG01898	HG01898	42.077	7	full-sibling
HG01894	HG01894	HG01895	HG01895	31.774	6	full-sibling
HG01895	HG01895	HG01912	HG01912	42.896	7	full-sibling
HG01896	HG01896	HG01897	HG01897	32.611	6	full-sibling
HG01896	HG01896	HG02144	HG02144	3.485	1	unrelated
HG01897	HG01897	HG02013	HG02013	37.587	6	full-sibling
HG01897	HG01897	HG02144	HG02144	6.75	2	third-degree
HG01914	HG01914	HG01916	HG01916	19.045	5	second-degree
HG01915	HG01915	HG01916	HG01916	42.825	7	full-sibling
HG01917	HG01917	HG01919	HG01919	36.241	6	full-sibling
HG01918	HG01918	HG01919	HG01919	56.911	11	full-sibling
HG01920	HG01920	HG01922	HG01922	40.954	7	full-sibling
HG01920	HG01920	HG02261	HG02261	4.151	1	unrelated
HG01921	HG01921	HG01922	HG01922	39.42	6	full-sibling
HG01923	HG01923	HG01925	HG01925	24.05	6	full-sibling
HG01923	HG01923	NA19728	NA19728	3.05	1	unrelated
HG01924	HG01924	HG01925	HG01925	24.597	5	full-sibling
HG01926	HG01926	HG01928	HG01928	49.347	6	full-sibling
HG01927	HG01927	HG01928	HG01928	45.332	8	full-sibling
HG01932	HG01932	HG01934	HG01934	33.253	7	full-sibling
HG01933	HG01933	HG01934	HG01934	38.193	7	full-sibling
HG01935	HG01935	HG01937	HG01937	39.374	8	full-sibling
HG01936	HG01936	HG01937	HG01937	50.371	8	full-sibling
HG01936	HG01936	HG01983	HG01983	28.206	5	full-sibling
HG01938	HG01938	HG01940	HG01940	55.252	9	full-sibling
HG01938	HG01938	HG02105	HG02105	7.9990000000000006	2	third-degree
HG01939	HG01939	HG01940	HG01940	56.71	8	full-sibling
HG01939	HG01939	HG01942	HG01942	3.533	1	unrelated
HG01939	HG01939	HG01943	HG01943	6.961	2	third-degree
HG01939	HG01939	HG01967	HG01967	7.4799999999999995	2	third-degree
HG01940	HG01940	HG01942	HG01942	3.437	1	unrelated
HG01940	HG01940	HG01943	HG01943	6.865	2	third-degree
HG01940	HG01940	HG01967	HG01967	7.4799999999999995	2	third-degree
HG01940	HG01940	HG02105	HG02105	9.465	2	third-degree
HG01940	HG01940	NA19669	NA19669	4.121	1	unrelated
HG01941	HG01941	HG01943	HG01943	37.973	5	full-sibling
HG01942	HG01942	HG01943	HG01943	36.501	5	full-sibling
HG01942	HG01942	HG01967	HG01967	3.164	1	unrelated
HG01942	HG01942	HG01969	HG01969	3.164	1	unrelated
HG01943	HG01943	HG01967	HG01967	7.314	1	third-degree
HG01943	HG01943	HG01969	HG01969	6.773	1	third-degree
HG01944	HG01944	HG01946	HG01946	53.229	8	full-sibling
HG01945	HG01945	HG01946	HG01946	52.278	7	full-sibling
HG01947	HG01947	HG01949	HG01949	25.616	5	full-sibling
HG01948	HG01948	HG01949	HG01949	30.484	8	full-sibling
HG01950	HG01950	HG01952	HG01952	44.166	9	full-sibling
HG01951	HG01951	HG01952	HG01952	50.811	9	full-sibling
HG01953	HG01953	HG01955	HG01955	51.912	7	full-sibling
HG01954	HG01954	HG01955	HG01955	55.469	8	full-sibling
HG01958	HG01958	HG01959	HG01959	44.524	8	full-sibling
HG01959	HG01959	HG01986	HG01986	40.067	7	full-sibling
HG01960	HG01960	HG01988	HG01988	27.155	4	full-sibling
HG01960	HG01960	HG01989	HG01989	30.466	6	full-sibling
HG01967	HG01967	HG01969	HG01969	43.896	5	full-sibling
HG01968	HG01968	HG01969	HG01969	41.758	8	full-sibling
HG01970	HG01970	HG01972	HG01972	19.708	3	second-degree
HG01971	HG01971	HG01972	HG01972	32.701	5	full-sibling
HG01973	HG01973	HG01975	HG01975	47.006	7	full-sibling
HG01974	HG01974	HG01975	HG01975	41.638999999999996	8	full-sibling
HG01976	HG01976	HG01978	HG01978	47.284000000000006	6	full-sibling
HG01977	HG01977	HG01978	HG01978	46.047	6	full-sibling
